248	248_pepsi_Every Day is a Holiday _ Pepsi Zero Sugar.mp4	142	https://cognitivestudy.blob.core.windows.net/videos/248_pepsi_Every Day is a Holiday _ Pepsi Zero Sugar.mp4	15090	Title+Desc+248_pepsi_Every Day is a Holiday _ Pepsi Zero Sugar.mp4
249	249_burts bees_How to Get Luscious Lips Using Lipstick and Tinted Lip Oil.mp4	179	https://cognitivestudy.blob.core.windows.net/videos/249_burts bees_How to Get Luscious Lips Using Lipstick and Tinted Lip Oil.mp4	29120	Title+Desc+249_burts bees_How to Get Luscious Lips Using Lipstick and Tinted Lip Oil.mp4
251	251_glossier_Meet Glossier Lidstar_ Lights Up Eyes, Lasts All Day.mp4	258	https://cognitivestudy.blob.core.windows.net/videos/251_glossier_Meet Glossier Lidstar_ Lights Up Eyes, Lasts All Day.mp4	28700	Title+Desc+251_glossier_Meet Glossier Lidstar_ Lights Up Eyes, Lasts All Day.mp4
252	252_baskins and robins_Presenting Fresh Fruit Ice Cream _ Baskin Robbins.mp4	48	https://cognitivestudy.blob.core.windows.net/videos/252_baskins and robins_Presenting Fresh Fruit Ice Cream _ Baskin Robbins.mp4	30000	Title+Desc+252_baskins and robins_Presenting Fresh Fruit Ice Cream _ Baskin Robbins.mp4
253	253_audi_Preview trailer Audi Elaine Concept Car – on autopilot into the future.mp4	206	https://cognitivestudy.blob.core.windows.net/videos/253_audi_Preview trailer Audi Elaine Concept Car – on autopilot into the future.mp4	33040	Title+Desc+253_audi_Preview trailer Audi Elaine Concept Car – on autopilot into the future.mp4
255	255_columbia sportswear_Hear the great outdoors _ Columbia Sportswear.mp4	127	https://cognitivestudy.blob.core.windows.net/videos/255_columbia sportswear_Hear the great outdoors _ Columbia Sportswear.mp4	29950	Title+Desc+255_columbia sportswear_Hear the great outdoors _ Columbia Sportswear.mp4
257	257_brooks brothers_The 1818 Stretch Suit_ A Champion for Movement.mp4	221	https://cognitivestudy.blob.core.windows.net/videos/257_brooks brothers_The 1818 Stretch Suit_ A Champion for Movement.mp4	24730	Title+Desc+257_brooks brothers_The 1818 Stretch Suit_ A Champion for Movement.mp4
258	258_louis vuitton_Emma Stone for Louis Vuitton_ The Spirit of Travel _ LOUIS VUITTON.mp4	23	https://cognitivestudy.blob.core.windows.net/videos/258_louis vuitton_Emma Stone for Louis Vuitton_ The Spirit of Travel _ LOUIS VUITTON.mp4	39060	Title+Desc+258_louis vuitton_Emma Stone for Louis Vuitton_ The Spirit of Travel _ LOUIS VUITTON.mp4
259	259_revlon_ColorSilk Beautiful Color™ Hair Color _ Revlon.mp4	254	https://cognitivestudy.blob.core.windows.net/videos/259_revlon_ColorSilk Beautiful Color™ Hair Color _ Revlon.mp4	15020	Title+Desc+259_revlon_ColorSilk Beautiful Color™ Hair Color _ Revlon.mp4
260	260_fitbit (can get more but could get repititive)_Which Fitbit Fits You.mp4	30	https://cognitivestudy.blob.core.windows.net/videos/260_fitbit (can get more but could get repititive)_Which Fitbit Fits You.mp4	30090	Title+Desc+260_fitbit (can get more but could get repititive)_Which Fitbit Fits You.mp4
261	261_zillow_Zillow Has The Most Homes (_30).mp4	16	https://cognitivestudy.blob.core.windows.net/videos/261_zillow_Zillow Has The Most Homes (_30).mp4	30120	Title+Desc+261_zillow_Zillow Has The Most Homes (_30).mp4
262	262_the new york times_Independent Journalism _ The New York Times _ Becky.mp4	107	https://cognitivestudy.blob.core.windows.net/videos/262_the new york times_Independent Journalism _ The New York Times _ Becky.mp4	30050	Title+Desc+262_the new york times_Independent Journalism _ The New York Times _ Becky.mp4
265	265_cadillac_Cadillac Live – Kitchen.mp4	126	https://cognitivestudy.blob.core.windows.net/videos/265_cadillac_Cadillac Live – Kitchen.mp4	24920	Title+Desc+265_cadillac_Cadillac Live – Kitchen.mp4
266	266_goodrx_Good Pharmacist – GoodRx.mp4	158	https://cognitivestudy.blob.core.windows.net/videos/266_goodrx_Good Pharmacist – GoodRx.mp4	30090	Title+Desc+266_goodrx_Good Pharmacist – GoodRx.mp4
267	267_burger king_Why Be _30 Burger King Commercial.mp4	246	https://cognitivestudy.blob.core.windows.net/videos/267_burger king_Why Be _30 Burger King Commercial.mp4	30050	Title+Desc+267_burger king_Why Be _30 Burger King Commercial.mp4
268	268_marc jacobs_Introducing our new fragrance, PERFECT MARC JACOBS.mp4	240	https://cognitivestudy.blob.core.windows.net/videos/268_marc jacobs_Introducing our new fragrance, PERFECT MARC JACOBS.mp4	30000	Title+Desc+268_marc jacobs_Introducing our new fragrance, PERFECT MARC JACOBS.mp4
269	269_baskins and robins_Introducing Frosty Slushes.mp4	48	https://cognitivestudy.blob.core.windows.net/videos/269_baskins and robins_Introducing Frosty Slushes.mp4	26840	Title+Desc+269_baskins and robins_Introducing Frosty Slushes.mp4
270	270_chickfila_Introducing Frosted Coffee.mp4	76	https://cognitivestudy.blob.core.windows.net/videos/270_chickfila_Introducing Frosted Coffee.mp4	10100	Title+Desc+270_chickfila_Introducing Frosted Coffee.mp4
271	271_perdue farms_Hungry for Better Chicken Anthem _06s V3.mp4	108	https://cognitivestudy.blob.core.windows.net/videos/271_perdue farms_Hungry for Better Chicken Anthem _06s V3.mp4	6010	Title+Desc+271_perdue farms_Hungry for Better Chicken Anthem _06s V3.mp4
272	272_heinz_Tip for Heinz _15.mp4	201	https://cognitivestudy.blob.core.windows.net/videos/272_heinz_Tip for Heinz _15.mp4	15020	Title+Desc+272_heinz_Tip for Heinz _15.mp4
273	273_casio g-shock_GMA-S2100 _ CASIO G-SHOCK.mp4	26	https://cognitivestudy.blob.core.windows.net/videos/273_casio g-shock_GMA-S2100 _ CASIO G-SHOCK.mp4	30630	Title+Desc+273_casio g-shock_GMA-S2100 _ CASIO G-SHOCK.mp4
275	275_goodrx_Americans are sharing the savings – Check GoodRx.mp4	158	https://cognitivestudy.blob.core.windows.net/videos/275_goodrx_Americans are sharing the savings – Check GoodRx.mp4	15070	Title+Desc+275_goodrx_Americans are sharing the savings – Check GoodRx.mp4
276	276_skechers_Skechers Hands Free Slip-ins™ Commercial.mp4	189	https://cognitivestudy.blob.core.windows.net/videos/276_skechers_Skechers Hands Free Slip-ins™ Commercial.mp4	15020	Title+Desc+276_skechers_Skechers Hands Free Slip-ins™ Commercial.mp4
277	277_princes cruises_I Love This Boat _ Princess Cruises.mp4	5	https://cognitivestudy.blob.core.windows.net/videos/277_princes cruises_I Love This Boat _ Princess Cruises.mp4	30090	Title+Desc+277_princes cruises_I Love This Boat _ Princess Cruises.mp4
278	278_rivian_Rivian 10s Ad Spot.mp4	199	https://cognitivestudy.blob.core.windows.net/videos/278_rivian_Rivian 10s Ad Spot.mp4	10030	Title+Desc+278_rivian_Rivian 10s Ad Spot.mp4
279	279_casio g-shock_G-SHOCK 2022AW GMA-S2100BA Styling Movie.mp4	26	https://cognitivestudy.blob.core.windows.net/videos/279_casio g-shock_G-SHOCK 2022AW GMA-S2100BA Styling Movie.mp4	16370	Title+Desc+279_casio g-shock_G-SHOCK 2022AW GMA-S2100BA Styling Movie.mp4
280	280_delta airlines_Go Beyond the Flight with Delta Vacations.mp4	153	https://cognitivestudy.blob.core.windows.net/videos/280_delta airlines_Go Beyond the Flight with Delta Vacations.mp4	30050	Title+Desc+280_delta airlines_Go Beyond the Flight with Delta Vacations.mp4
281	281_mastercard_Getting closer together… Priceless.mp4	252	https://cognitivestudy.blob.core.windows.net/videos/281_mastercard_Getting closer together… Priceless.mp4	30050	Title+Desc+281_mastercard_Getting closer together… Priceless.mp4
282	282_neiman marcus_Pre-Fall_ Now Next Need.mp4	203	https://cognitivestudy.blob.core.windows.net/videos/282_neiman marcus_Pre-Fall_ Now Next Need.mp4	40540	Title+Desc+282_neiman marcus_Pre-Fall_ Now Next Need.mp4
283	283_bath & body works_Sneak Peek of NEW Forever Red™.mp4	169	https://cognitivestudy.blob.core.windows.net/videos/283_bath & body works_Sneak Peek of NEW Forever Red™.mp4	39680	Title+Desc+283_bath & body works_Sneak Peek of NEW Forever Red™.mp4
284	284_dunkin_Your Faves Fast.mp4	264	https://cognitivestudy.blob.core.windows.net/videos/284_dunkin_Your Faves Fast.mp4	15020	Title+Desc+284_dunkin_Your Faves Fast.mp4
285	285_carrabbas italian grill_Carrabba's Italian Roots.mp4	24	https://cognitivestudy.blob.core.windows.net/videos/285_carrabbas italian grill_Carrabba's Italian Roots.mp4	30000	Title+Desc+285_carrabbas italian grill_Carrabba's Italian Roots.mp4
286	286_skechers_Clayton Kershaw - Skechers Stretch Fit Armor Ad.mp4	189	https://cognitivestudy.blob.core.windows.net/videos/286_skechers_Clayton Kershaw - Skechers Stretch Fit Armor Ad.mp4	30050	Title+Desc+286_skechers_Clayton Kershaw - Skechers Stretch Fit Armor Ad.mp4
287	287_the farmer's dog_The Sound of Real Food by The Farmer's Dog.mp4	215	https://cognitivestudy.blob.core.windows.net/videos/287_the farmer's dog_The Sound of Real Food by The Farmer's Dog.mp4	30050	Title+Desc+287_the farmer's dog_The Sound of Real Food by The Farmer's Dog.mp4
288	288_redbull_READY TO BOWL A MAIDEN OVER.mp4	129	https://cognitivestudy.blob.core.windows.net/videos/288_redbull_READY TO BOWL A MAIDEN OVER.mp4	10010	Title+Desc+288_redbull_READY TO BOWL A MAIDEN OVER.mp4
289	289_southwest airlines_Southwest Airlines New TV Ad.mp4	214	https://cognitivestudy.blob.core.windows.net/videos/289_southwest airlines_Southwest Airlines New TV Ad.mp4	33250	Title+Desc+289_southwest airlines_Southwest Airlines New TV Ad.mp4
290	290_kelloggs_Kelloggs_nakhre.mp4	161	https://cognitivestudy.blob.core.windows.net/videos/290_kelloggs_Kelloggs_nakhre.mp4	36780	Title+Desc+290_kelloggs_Kelloggs_nakhre.mp4
291	291_princes cruises_Feel the awe of Alaska's glaciers with Princess Cruises.mp4	5	https://cognitivestudy.blob.core.windows.net/videos/291_princes cruises_Feel the awe of Alaska's glaciers with Princess Cruises.mp4	30050	Title+Desc+291_princes cruises_Feel the awe of Alaska's glaciers with Princess Cruises.mp4
292	292_fitbit (can get more but could get repititive)_Fitbit Versa – Fit For All.mp4	30	https://cognitivestudy.blob.core.windows.net/videos/292_fitbit (can get more but could get repititive)_Fitbit Versa – Fit For All.mp4	30050	Title+Desc+292_fitbit (can get more but could get repititive)_Fitbit Versa – Fit For All.mp4
293	293_solarcity_Solar Myths -- It's too complicated!.mp4	121	https://cognitivestudy.blob.core.windows.net/videos/293_solarcity_Solar Myths -- It's too complicated!.mp4	35760	Title+Desc+293_solarcity_Solar Myths -- It's too complicated!.mp4
294	294_lexus(all vids are unique but only lexus splash screen after 28 sec)_2023 Lexus UX_ Apartment Living _ Lexus.mp4	103	https://cognitivestudy.blob.core.windows.net/videos/294_lexus(all vids are unique but only lexus splash screen after 28 sec)_2023 Lexus UX_ Apartment Living _ Lexus.mp4	45050	Title+Desc+294_lexus(all vids are unique but only lexus splash screen after 28 sec)_2023 Lexus UX_ Apartment Living _ Lexus.mp4
295	295_carrabbas italian grill_Carrabba's Family Bundles.mp4	24	https://cognitivestudy.blob.core.windows.net/videos/295_carrabbas italian grill_Carrabba's Family Bundles.mp4	14980	Title+Desc+295_carrabbas italian grill_Carrabba's Family Bundles.mp4
296	296_fitbit (can get more but could get repititive)_New Fitbit Alta HR - Tightrope.mp4	30	https://cognitivestudy.blob.core.windows.net/videos/296_fitbit (can get more but could get repititive)_New Fitbit Alta HR - Tightrope.mp4	15020	Title+Desc+296_fitbit (can get more but could get repititive)_New Fitbit Alta HR - Tightrope.mp4
297	297_cadillac_2020 Cadillac CT5  Seasons Best Sales Event Refinement  Cadillac.mp4	126	https://cognitivestudy.blob.core.windows.net/videos/297_cadillac_2020 Cadillac CT5  Seasons Best Sales Event Refinement  Cadillac.mp4	15020	Title+Desc+297_cadillac_2020 Cadillac CT5  Seasons Best Sales Event Refinement  Cadillac.mp4
298	298_neiman marcus_It's Your Moment (1).mp4	203	https://cognitivestudy.blob.core.windows.net/videos/298_neiman marcus_It's Your Moment (1).mp4	30120	Title+Desc+298_neiman marcus_It's Your Moment (1).mp4
299	299_oakley_OAKLEY CUSTOM  - YOUR WORLD. YOUR STYLE..mp4	230	https://cognitivestudy.blob.core.windows.net/videos/299_oakley_OAKLEY CUSTOM  - YOUR WORLD. YOUR STYLE..mp4	32790	Title+Desc+299_oakley_OAKLEY CUSTOM  - YOUR WORLD. YOUR STYLE..mp4
301	301_lowes home improvement_Lowe's _ Hardware Retail _ Home Any Possibility _ Commercial Ad Creative # United States # 2022.mp4	279	https://cognitivestudy.blob.core.windows.net/videos/301_lowes home improvement_Lowe's _ Hardware Retail _ Home Any Possibility _ Commercial Ad Creative # United States # 2022.mp4	15020	Title+Desc+301_lowes home improvement_Lowe's _ Hardware Retail _ Home Any Possibility _ Commercial Ad Creative # United States # 2022.mp4
302	302_burberry_Burberry A_W13 Men's Accessories.mp4	275	https://cognitivestudy.blob.core.windows.net/videos/302_burberry_Burberry A_W13 Men's Accessories.mp4	42960	Title+Desc+302_burberry_Burberry A_W13 Men's Accessories.mp4
303	303_sofi_SoFi Member Stories_ Erika.mp4	110	https://cognitivestudy.blob.core.windows.net/videos/303_sofi_SoFi Member Stories_ Erika.mp4	44050	Title+Desc+303_sofi_SoFi Member Stories_ Erika.mp4
304	304_sap concur_videoplayback (2).mp4	47	https://cognitivestudy.blob.core.windows.net/videos/304_sap concur_videoplayback (2).mp4	16110	Title+Desc+304_sap concur_videoplayback (2).mp4
305	305_redbull_Bodylanguage.mp4	129	https://cognitivestudy.blob.core.windows.net/videos/305_redbull_Bodylanguage.mp4	30000	Title+Desc+305_redbull_Bodylanguage.mp4
306	306_pepsi_Pepsi #Summergram.mp4	142	https://cognitivestudy.blob.core.windows.net/videos/306_pepsi_Pepsi #Summergram.mp4	15020	Title+Desc+306_pepsi_Pepsi #Summergram.mp4
307	307_coca cola_Experience Real Magic™ this Christmas with Coca-Cola®.mp4	267	https://cognitivestudy.blob.core.windows.net/videos/307_coca cola_Experience Real Magic™ this Christmas with Coca-Cola®.mp4	15020	Title+Desc+307_coca cola_Experience Real Magic™ this Christmas with Coca-Cola®.mp4
310	310_baskins and robins_Baskin Robbins Frutopia _ Very Berry Strawberry.mp4	48	https://cognitivestudy.blob.core.windows.net/videos/310_baskins and robins_Baskin Robbins Frutopia _ Very Berry Strawberry.mp4	16020	Title+Desc+310_baskins and robins_Baskin Robbins Frutopia _ Very Berry Strawberry.mp4
311	311_chanel_CHANCE, the Film_ Make your Move, Take your Chance – CHANEL Fragrance.mp4	138	https://cognitivestudy.blob.core.windows.net/videos/311_chanel_CHANCE, the Film_ Make your Move, Take your Chance – CHANEL Fragrance.mp4	30000	Title+Desc+311_chanel_CHANCE, the Film_ Make your Move, Take your Chance – CHANEL Fragrance.mp4
312	312_walmart_College Ready.mp4	55	https://cognitivestudy.blob.core.windows.net/videos/312_walmart_College Ready.mp4	15020	Title+Desc+312_walmart_College Ready.mp4
313	313_lays_Spread More Smiles with Lay’s.mp4	212	https://cognitivestudy.blob.core.windows.net/videos/313_lays_Spread More Smiles with Lay’s.mp4	30050	Title+Desc+313_lays_Spread More Smiles with Lay’s.mp4
314	314_boars head_Boar's Head Roasted Garlic Hummus & Vegetable Sandwich.mp4	186	https://cognitivestudy.blob.core.windows.net/videos/314_boars head_Boar's Head Roasted Garlic Hummus & Vegetable Sandwich.mp4	15000	Title+Desc+314_boars head_Boar's Head Roasted Garlic Hummus & Vegetable Sandwich.mp4
315	315_rolex_Rolex GMT-Master II.mp4	58	https://cognitivestudy.blob.core.windows.net/videos/315_rolex_Rolex GMT-Master II.mp4	30090	Title+Desc+315_rolex_Rolex GMT-Master II.mp4
316	316_tyson foods_Tyson.com Landing Page.mp4	101	https://cognitivestudy.blob.core.windows.net/videos/316_tyson foods_Tyson.com Landing Page.mp4	43560	Title+Desc+316_tyson foods_Tyson.com Landing Page.mp4
317	317_giant eagle_Introducing NEW Giant Eagle Salty Snacks.mp4	268	https://cognitivestudy.blob.core.windows.net/videos/317_giant eagle_Introducing NEW Giant Eagle Salty Snacks.mp4	36340	Title+Desc+317_giant eagle_Introducing NEW Giant Eagle Salty Snacks.mp4
318	318_delta airlines_videoplayback.mp4	153	https://cognitivestudy.blob.core.windows.net/videos/318_delta airlines_videoplayback.mp4	30510	Title+Desc+318_delta airlines_videoplayback.mp4
319	319_glossier_Monochromes Eyeshadow Trio _ Glossier(longer but interesting ad).mp4	258	https://cognitivestudy.blob.core.windows.net/videos/319_glossier_Monochromes Eyeshadow Trio _ Glossier(longer but interesting ad).mp4	60000	Title+Desc+319_glossier_Monochromes Eyeshadow Trio _ Glossier(longer but interesting ad).mp4
320	320_paypal_paypal.mp4	277	https://cognitivestudy.blob.core.windows.net/videos/320_paypal_paypal.mp4	15050	Title+Desc+320_paypal_paypal.mp4
321	321_burger king_Crown Up My Day – BK® Royal Crispy Chicken 30.mp4	246	https://cognitivestudy.blob.core.windows.net/videos/321_burger king_Crown Up My Day – BK® Royal Crispy Chicken 30.mp4	30050	Title+Desc+321_burger king_Crown Up My Day – BK® Royal Crispy Chicken 30.mp4
322	322_lowes home improvement_Lowe's _ Hardware Retail _ Home Any Possibility _ Commercial Ad Creative # United States # 2022 (1).mp4	279	https://cognitivestudy.blob.core.windows.net/videos/322_lowes home improvement_Lowe's _ Hardware Retail _ Home Any Possibility _ Commercial Ad Creative # United States # 2022 (1).mp4	15020	Title+Desc+322_lowes home improvement_Lowe's _ Hardware Retail _ Home Any Possibility _ Commercial Ad Creative # United States # 2022 (1).mp4
323	323_frito lay_videoplayback.mp4	79	https://cognitivestudy.blob.core.windows.net/videos/323_frito lay_videoplayback.mp4	30050	Title+Desc+323_frito lay_videoplayback.mp4
324	324_lexus(all vids are unique but only lexus splash screen after 28 sec)_The Lexus RX_ Extra _ Lexus.mp4	103	https://cognitivestudy.blob.core.windows.net/videos/324_lexus(all vids are unique but only lexus splash screen after 28 sec)_The Lexus RX_ Extra _ Lexus.mp4	45050	Title+Desc+324_lexus(all vids are unique but only lexus splash screen after 28 sec)_The Lexus RX_ Extra _ Lexus.mp4
325	325_princes cruises_Sights and Sounds of the Sea_ Alaska Railroad _ Princess Cruises.mp4	5	https://cognitivestudy.blob.core.windows.net/videos/325_princes cruises_Sights and Sounds of the Sea_ Alaska Railroad _ Princess Cruises.mp4	18300	Title+Desc+325_princes cruises_Sights and Sounds of the Sea_ Alaska Railroad _ Princess Cruises.mp4
326	326_target_Best friends for all kids _ Target.mp4	154	https://cognitivestudy.blob.core.windows.net/videos/326_target_Best friends for all kids _ Target.mp4	30050	Title+Desc+326_target_Best friends for all kids _ Target.mp4
327	327_cadillac_Cadillac Gaming Club – Eldorado.mp4	126	https://cognitivestudy.blob.core.windows.net/videos/327_cadillac_Cadillac Gaming Club – Eldorado.mp4	15020	Title+Desc+327_cadillac_Cadillac Gaming Club – Eldorado.mp4
328	328_dunkin_Dunkin’ Launches the Human Charger on the Longest Day of the Year.mp4	264	https://cognitivestudy.blob.core.windows.net/videos/328_dunkin_Dunkin’ Launches the Human Charger on the Longest Day of the Year.mp4	37800	Title+Desc+328_dunkin_Dunkin’ Launches the Human Charger on the Longest Day of the Year.mp4
329	329_bath & body works_Sink Stories_ NEW Bubble Cool Jelly Bar.mp4	169	https://cognitivestudy.blob.core.windows.net/videos/329_bath & body works_Sink Stories_ NEW Bubble Cool Jelly Bar.mp4	14120	Title+Desc+329_bath & body works_Sink Stories_ NEW Bubble Cool Jelly Bar.mp4
330	330_guess_GUESS 1981 Fragrance Campaign.mp4	77	https://cognitivestudy.blob.core.windows.net/videos/330_guess_GUESS 1981 Fragrance Campaign.mp4	17370	Title+Desc+330_guess_GUESS 1981 Fragrance Campaign.mp4
331	331_brooks running_Run Happy with Brooks Running.mp4	75	https://cognitivestudy.blob.core.windows.net/videos/331_brooks running_Run Happy with Brooks Running.mp4	30050	Title+Desc+331_brooks running_Run Happy with Brooks Running.mp4
332	332_jack in the box_Sausage Croissants _ Brinner _ Jack in the Box.mp4	248	https://cognitivestudy.blob.core.windows.net/videos/332_jack in the box_Sausage Croissants _ Brinner _ Jack in the Box.mp4	15020	Title+Desc+332_jack in the box_Sausage Croissants _ Brinner _ Jack in the Box.mp4
333	333_rivian_Tank Turn _ Electric Adventure Vehicles _ Rivian.mp4	199	https://cognitivestudy.blob.core.windows.net/videos/333_rivian_Tank Turn _ Electric Adventure Vehicles _ Rivian.mp4	34710	Title+Desc+333_rivian_Tank Turn _ Electric Adventure Vehicles _ Rivian.mp4
334	334_pepsi_videoplayback(not sure).mp4	142	https://cognitivestudy.blob.core.windows.net/videos/334_pepsi_videoplayback(not sure).mp4	30000	Title+Desc+334_pepsi_videoplayback(not sure).mp4
335	335_dunkin_Refreshing Way to Latte.mp4	264	https://cognitivestudy.blob.core.windows.net/videos/335_dunkin_Refreshing Way to Latte.mp4	15020	Title+Desc+335_dunkin_Refreshing Way to Latte.mp4
337	337_columbia sportswear_Columbia Sportswear _ Stay Out There.mp4	127	https://cognitivestudy.blob.core.windows.net/videos/337_columbia sportswear_Columbia Sportswear _ Stay Out There.mp4	30050	Title+Desc+337_columbia sportswear_Columbia Sportswear _ Stay Out There.mp4
338	338_cheetos_Cheetos _ Beluga Commercial.mp4	72	https://cognitivestudy.blob.core.windows.net/videos/338_cheetos_Cheetos _ Beluga Commercial.mp4	30050	Title+Desc+338_cheetos_Cheetos _ Beluga Commercial.mp4
339	339_dunkin_Dunkin' Iced Beverages.mp4	264	https://cognitivestudy.blob.core.windows.net/videos/339_dunkin_Dunkin' Iced Beverages.mp4	17070	Title+Desc+339_dunkin_Dunkin' Iced Beverages.mp4
340	340_texas health care_videoplayback (3).mp4	150	https://cognitivestudy.blob.core.windows.net/videos/340_texas health care_videoplayback (3).mp4	15020	Title+Desc+340_texas health care_videoplayback (3).mp4
341	341_target_Target Holiday _ The holidays are meant to be shared.mp4	154	https://cognitivestudy.blob.core.windows.net/videos/341_target_Target Holiday _ The holidays are meant to be shared.mp4	30050	Title+Desc+341_target_Target Holiday _ The holidays are meant to be shared.mp4
342	342_nescafe_Wunda_ A new pea-based milk alternative is epic in everything.mp4	64	https://cognitivestudy.blob.core.windows.net/videos/342_nescafe_Wunda_ A new pea-based milk alternative is epic in everything.mp4	16300	Title+Desc+342_nescafe_Wunda_ A new pea-based milk alternative is epic in everything.mp4
343	343_rolls royce_Rolls-Royce _ Best Seat In The House.mp4	209	https://cognitivestudy.blob.core.windows.net/videos/343_rolls royce_Rolls-Royce _ Best Seat In The House.mp4	30510	Title+Desc+343_rolls royce_Rolls-Royce _ Best Seat In The House.mp4
344	344_fitbit (can get more but could get repititive)_Fitbit Blaze – Dualities.mp4	30	https://cognitivestudy.blob.core.windows.net/videos/344_fitbit (can get more but could get repititive)_Fitbit Blaze – Dualities.mp4	30050	Title+Desc+344_fitbit (can get more but could get repititive)_Fitbit Blaze – Dualities.mp4
345	345_cleveland clinic_For Every Difference Making Discovery.mp4	223	https://cognitivestudy.blob.core.windows.net/videos/345_cleveland clinic_For Every Difference Making Discovery.mp4	15020	Title+Desc+345_cleveland clinic_For Every Difference Making Discovery.mp4
346	346_sap concur_SAP Concur solutions _ Black Hole.mp4	47	https://cognitivestudy.blob.core.windows.net/videos/346_sap concur_SAP Concur solutions _ Black Hole.mp4	15020	Title+Desc+346_sap concur_SAP Concur solutions _ Black Hole.mp4
347	347_redbull_Smart Home.mp4	129	https://cognitivestudy.blob.core.windows.net/videos/347_redbull_Smart Home.mp4	15000	Title+Desc+347_redbull_Smart Home.mp4
348	348_autozone_AutoZone Commercial 2021_ Unexpected Rewards.mp4	177	https://cognitivestudy.blob.core.windows.net/videos/348_autozone_AutoZone Commercial 2021_ Unexpected Rewards.mp4	15020	Title+Desc+348_autozone_AutoZone Commercial 2021_ Unexpected Rewards.mp4
349	349_target_Squad _15 _ Target.mp4	154	https://cognitivestudy.blob.core.windows.net/videos/349_target_Squad _15 _ Target.mp4	15020	Title+Desc+349_target_Squad _15 _ Target.mp4
350	350_mcdonalds_McNugget® Sauce Portfolio _ McDonald’s.mp4	204	https://cognitivestudy.blob.core.windows.net/videos/350_mcdonalds_McNugget® Sauce Portfolio _ McDonald’s.mp4	15020	Title+Desc+350_mcdonalds_McNugget® Sauce Portfolio _ McDonald’s.mp4
351	351_adidas_THE IMPOSSIBLE RONDO _ adidas.mp4	136	https://cognitivestudy.blob.core.windows.net/videos/351_adidas_THE IMPOSSIBLE RONDO _ adidas.mp4	32020	Title+Desc+351_adidas_THE IMPOSSIBLE RONDO _ adidas.mp4
352	352_fitbit (can get more but could get repititive)_Fitbit _ Feel Your Power.mp4	30	https://cognitivestudy.blob.core.windows.net/videos/352_fitbit (can get more but could get repititive)_Fitbit _ Feel Your Power.mp4	30050	Title+Desc+352_fitbit (can get more but could get repititive)_Fitbit _ Feel Your Power.mp4
353	353_adidas_30 Seconds Radio Ads - Adidas Sport Shoes.mp4	136	https://cognitivestudy.blob.core.windows.net/videos/353_adidas_30 Seconds Radio Ads - Adidas Sport Shoes.mp4	30840	Title+Desc+353_adidas_30 Seconds Radio Ads - Adidas Sport Shoes.mp4
354	354_pepsi_Blocking the Kick.mp4	142	https://cognitivestudy.blob.core.windows.net/videos/354_pepsi_Blocking the Kick.mp4	15020	Title+Desc+354_pepsi_Blocking the Kick.mp4
355	355_the body shop_New The Body Shop Oils of Life Range 30 second Ad!.mp4	112	https://cognitivestudy.blob.core.windows.net/videos/355_the body shop_New The Body Shop Oils of Life Range 30 second Ad!.mp4	30000	Title+Desc+355_the body shop_New The Body Shop Oils of Life Range 30 second Ad!.mp4
356	356_ferrero_Ferrero Golden Gallery Signature - Giandujot (15).mp4	22	https://cognitivestudy.blob.core.windows.net/videos/356_ferrero_Ferrero Golden Gallery Signature - Giandujot (15).mp4	15000	Title+Desc+356_ferrero_Ferrero Golden Gallery Signature - Giandujot (15).mp4
357	357_gucci_Hollywood Forever _ Gucci Eyewear.mp4	170	https://cognitivestudy.blob.core.windows.net/videos/357_gucci_Hollywood Forever _ Gucci Eyewear.mp4	30000	Title+Desc+357_gucci_Hollywood Forever _ Gucci Eyewear.mp4
358	358_monster_Monster Advert Mango Loco by Kyle Gonzales.mp4	14	https://cognitivestudy.blob.core.windows.net/videos/358_monster_Monster Advert Mango Loco by Kyle Gonzales.mp4	34130	Title+Desc+358_monster_Monster Advert Mango Loco by Kyle Gonzales.mp4
359	359_tesla_Discover_ Driver Profiles.mp4	50	https://cognitivestudy.blob.core.windows.net/videos/359_tesla_Discover_ Driver Profiles.mp4	34250	Title+Desc+359_tesla_Discover_ Driver Profiles.mp4
360	360_tesla_Discover_ PIN to Drive.mp4	50	https://cognitivestudy.blob.core.windows.net/videos/360_tesla_Discover_ PIN to Drive.mp4	22110	Title+Desc+360_tesla_Discover_ PIN to Drive.mp4
361	361_louis vuitton_Louis Vuitton B Blossom Collection _ LOUIS VUITTON.mp4	23	https://cognitivestudy.blob.core.windows.net/videos/361_louis vuitton_Louis Vuitton B Blossom Collection _ LOUIS VUITTON.mp4	39240	Title+Desc+361_louis vuitton_Louis Vuitton B Blossom Collection _ LOUIS VUITTON.mp4
362	362_gatorade_Gatorade _ Make Your Own Footsteps with Suni Lee.mp4	262	https://cognitivestudy.blob.core.windows.net/videos/362_gatorade_Gatorade _ Make Your Own Footsteps with Suni Lee.mp4	40050	Title+Desc+362_gatorade_Gatorade _ Make Your Own Footsteps with Suni Lee.mp4
363	363_the coffee bean and tea leaf_Espresso Reimagined.mp4	43	https://cognitivestudy.blob.core.windows.net/videos/363_the coffee bean and tea leaf_Espresso Reimagined.mp4	45000	Title+Desc+363_the coffee bean and tea leaf_Espresso Reimagined.mp4
