55	55_southwest airlines_Southwest Airlines Wanna Get Away Commercial I Am Fenwick.mp4	214	https://cognitivestudy.blob.core.windows.net/videos/55_southwest airlines_Southwest Airlines Wanna Get Away Commercial I Am Fenwick.mp4	29160	Title+Desc+55_southwest airlines_Southwest Airlines Wanna Get Away Commercial I Am Fenwick.mp4
56	56_jack in the box_$10 Fan Favs Box _ Idea _ Jack in the Box.mp4	248	https://cognitivestudy.blob.core.windows.net/videos/56_jack in the box_$10 Fan Favs Box _ Idea _ Jack in the Box.mp4	15020	Title+Desc+56_jack in the box_$10 Fan Favs Box _ Idea _ Jack in the Box.mp4
57	57_dunkin_Dunkin’ Go2s “Our Newest 2” _15.mp4	264	https://cognitivestudy.blob.core.windows.net/videos/57_dunkin_Dunkin’ Go2s “Our Newest 2” _15.mp4	15020	Title+Desc+57_dunkin_Dunkin’ Go2s “Our Newest 2” _15.mp4
58	58_the coffee bean and tea leaf_The Original Ice Blended® Drink Turns 30.mp4	43	https://cognitivestudy.blob.core.windows.net/videos/58_the coffee bean and tea leaf_The Original Ice Blended® Drink Turns 30.mp4	30000	Title+Desc+58_the coffee bean and tea leaf_The Original Ice Blended® Drink Turns 30.mp4
59	59_audi_The all new Audi e-tron S prototype _ quattro drift.mp4	206	https://cognitivestudy.blob.core.windows.net/videos/59_audi_The all new Audi e-tron S prototype _ quattro drift.mp4	43930	Title+Desc+59_audi_The all new Audi e-tron S prototype _ quattro drift.mp4
60	60_ikea_Everyday situations. Everyday solutions..mp4	128	https://cognitivestudy.blob.core.windows.net/videos/60_ikea_Everyday situations. Everyday solutions..mp4	15000	Title+Desc+60_ikea_Everyday situations. Everyday solutions..mp4
61	61_walmart_Unexpected Expenses.mp4	55	https://cognitivestudy.blob.core.windows.net/videos/61_walmart_Unexpected Expenses.mp4	15020	Title+Desc+61_walmart_Unexpected Expenses.mp4
62	62_bath & body works_Shower Your Skin in Bubbly Lather with Shower Gel.mp4	169	https://cognitivestudy.blob.core.windows.net/videos/62_bath & body works_Shower Your Skin in Bubbly Lather with Shower Gel.mp4	14720	Title+Desc+62_bath & body works_Shower Your Skin in Bubbly Lather with Shower Gel.mp4
63	63_fitbit (can get more but could get repititive)_The Blue Whale - It All Fits Together - Fitbit.mp4	30	https://cognitivestudy.blob.core.windows.net/videos/63_fitbit (can get more but could get repititive)_The Blue Whale - It All Fits Together - Fitbit.mp4	30050	Title+Desc+63_fitbit (can get more but could get repititive)_The Blue Whale - It All Fits Together - Fitbit.mp4
64	64_boars head_Boar's Head Dark Chocolate Dessert Hummus.mp4	186	https://cognitivestudy.blob.core.windows.net/videos/64_boars head_Boar's Head Dark Chocolate Dessert Hummus.mp4	15020	Title+Desc+64_boars head_Boar's Head Dark Chocolate Dessert Hummus.mp4
65	65_skechers_Skechers Energy commercial.mp4	189	https://cognitivestudy.blob.core.windows.net/videos/65_skechers_Skechers Energy commercial.mp4	15020	Title+Desc+65_skechers_Skechers Energy commercial.mp4
67	67_lowes home improvement_lowes imp.mp4	279	https://cognitivestudy.blob.core.windows.net/videos/67_lowes home improvement_lowes imp.mp4	30090	Title+Desc+67_lowes home improvement_lowes imp.mp4
68	68_burberry_Introducing Burberry Eyes.mp4	275	https://cognitivestudy.blob.core.windows.net/videos/68_burberry_Introducing Burberry Eyes.mp4	35290	Title+Desc+68_burberry_Introducing Burberry Eyes.mp4
69	69_rolex_Rolex Datejust 36.mp4	58	https://cognitivestudy.blob.core.windows.net/videos/69_rolex_Rolex Datejust 36.mp4	30050	Title+Desc+69_rolex_Rolex Datejust 36.mp4
70	70_coca cola_COCA-COLA Emoticons.mp4	267	https://cognitivestudy.blob.core.windows.net/videos/70_coca cola_COCA-COLA Emoticons.mp4	44980	Title+Desc+70_coca cola_COCA-COLA Emoticons.mp4
71	71_nescafe_Nestlé a Nourish Milk_ 61 Quality Checks.mp4	74	https://cognitivestudy.blob.core.windows.net/videos/71_nescafe_Nestlé a Nourish Milk_ 61 Quality Checks.mp4	22520	Title+Desc+71_nescafe_Nestlé a Nourish Milk_ 61 Quality Checks.mp4
72	72_humana_Rethinking the Future of Healthcare _ Humana.mp4	181	https://cognitivestudy.blob.core.windows.net/videos/72_humana_Rethinking the Future of Healthcare _ Humana.mp4	34710	Title+Desc+72_humana_Rethinking the Future of Healthcare _ Humana.mp4
73	73_rolex_Rolex Cosmograph Daytona.mp4	58	https://cognitivestudy.blob.core.windows.net/videos/73_rolex_Rolex Cosmograph Daytona.mp4	30000	Title+Desc+73_rolex_Rolex Cosmograph Daytona.mp4
75	75_monster_MONSTER COMMERCIAL (30 SECONDS).mp4	14	https://cognitivestudy.blob.core.windows.net/videos/75_monster_MONSTER COMMERCIAL (30 SECONDS).mp4	33040	Title+Desc+75_monster_MONSTER COMMERCIAL (30 SECONDS).mp4
76	76_prada_PRADA INSIDE BAG.mp4	42	https://cognitivestudy.blob.core.windows.net/videos/76_prada_PRADA INSIDE BAG.mp4	33340	Title+Desc+76_prada_PRADA INSIDE BAG.mp4
79	79_louis vuitton_Louis Vuitton Cruise 2019 Campaign _ LOUIS VUITTON.mp4	23	https://cognitivestudy.blob.core.windows.net/videos/79_louis vuitton_Louis Vuitton Cruise 2019 Campaign _ LOUIS VUITTON.mp4	38520	Title+Desc+79_louis vuitton_Louis Vuitton Cruise 2019 Campaign _ LOUIS VUITTON.mp4
80	80_audi_Trailer 2019 #Audi #Q7 _ The next level of the Audi Q7.mp4	206	https://cognitivestudy.blob.core.windows.net/videos/80_audi_Trailer 2019 #Audi #Q7 _ The next level of the Audi Q7.mp4	38340	Title+Desc+80_audi_Trailer 2019 #Audi #Q7 _ The next level of the Audi Q7.mp4
82	82_solarcity_Solar Myths -- You need big money!.mp4	121	https://cognitivestudy.blob.core.windows.net/videos/82_solarcity_Solar Myths -- You need big money!.mp4	36220	Title+Desc+82_solarcity_Solar Myths -- You need big money!.mp4
83	83_brainly(is it tech sector b2c)_Brainly Keep Learning 30sec Final 16x9.mp4	137	https://cognitivestudy.blob.core.windows.net/videos/83_brainly(is it tech sector b2c)_Brainly Keep Learning 30sec Final 16x9.mp4	30050	Title+Desc+83_brainly(is it tech sector b2c)_Brainly Keep Learning 30sec Final 16x9.mp4
84	84_brooks running_Find your cushy place in the Brooks Ghost 15.mp4	75	https://cognitivestudy.blob.core.windows.net/videos/84_brooks running_Find your cushy place in the Brooks Ghost 15.mp4	15020	Title+Desc+84_brooks running_Find your cushy place in the Brooks Ghost 15.mp4
85	85_jack in the box_Jack Loves Trees.mp4	248	https://cognitivestudy.blob.core.windows.net/videos/85_jack in the box_Jack Loves Trees.mp4	18200	Title+Desc+85_jack in the box_Jack Loves Trees.mp4
86	86_perdue farms_Perdue Way - Veggie Fed.mp4	108	https://cognitivestudy.blob.core.windows.net/videos/86_perdue farms_Perdue Way - Veggie Fed.mp4	15230	Title+Desc+86_perdue farms_Perdue Way - Veggie Fed.mp4
87	87_lexus(all vids are unique but only lexus splash screen after 28 sec)_The Lexus RX_ Quiet Night _ Lexus.mp4	103	https://cognitivestudy.blob.core.windows.net/videos/87_lexus(all vids are unique but only lexus splash screen after 28 sec)_The Lexus RX_ Quiet Night _ Lexus.mp4	45050	Title+Desc+87_lexus(all vids are unique but only lexus splash screen after 28 sec)_The Lexus RX_ Quiet Night _ Lexus.mp4
89	89_ford motor company_The 2022 Ford F-150®_ Tougher and Smarter _ F-150 _ Ford _30.mp4	25	https://cognitivestudy.blob.core.windows.net/videos/89_ford motor company_The 2022 Ford F-150®_ Tougher and Smarter _ F-150 _ Ford _30.mp4	35040	Title+Desc+89_ford motor company_The 2022 Ford F-150®_ Tougher and Smarter _ F-150 _ Ford _30.mp4
90	90_rolex_The new Rolex Yacht-Master 42.mp4	58	https://cognitivestudy.blob.core.windows.net/videos/90_rolex_The new Rolex Yacht-Master 42.mp4	29610	Title+Desc+90_rolex_The new Rolex Yacht-Master 42.mp4
91	91_lexus(all vids are unique but only lexus splash screen after 28 sec)_2022 December to Remember_ Wonderland _ Lexus.mp4	103	https://cognitivestudy.blob.core.windows.net/videos/91_lexus(all vids are unique but only lexus splash screen after 28 sec)_2022 December to Remember_ Wonderland _ Lexus.mp4	45050	Title+Desc+91_lexus(all vids are unique but only lexus splash screen after 28 sec)_2022 December to Remember_ Wonderland _ Lexus.mp4
92	92_chickfila_A #FreshMade Twist on Chick-fil-A's New Premium Salads.mp4	76	https://cognitivestudy.blob.core.windows.net/videos/92_chickfila_A #FreshMade Twist on Chick-fil-A's New Premium Salads.mp4	52850	Title+Desc+92_chickfila_A #FreshMade Twist on Chick-fil-A's New Premium Salads.mp4
93	93_mercedes benz_The new E-Class Coupé – Teaser – Mercedes-Benz original.mp4	175	https://cognitivestudy.blob.core.windows.net/videos/93_mercedes benz_The new E-Class Coupé – Teaser – Mercedes-Benz original.mp4	21780	Title+Desc+93_mercedes benz_The new E-Class Coupé – Teaser – Mercedes-Benz original.mp4
94	94_mcdonalds_McDonald's $1 Any Size Soft Drinks - Straw Rockets.mp4	204	https://cognitivestudy.blob.core.windows.net/videos/94_mcdonalds_McDonald's $1 Any Size Soft Drinks - Straw Rockets.mp4	15020	Title+Desc+94_mcdonalds_McDonald's $1 Any Size Soft Drinks - Straw Rockets.mp4
95	95_l'oreal paris_L'Oréal Paris Lash Paradise Mascara - Digital Edit.mp4	24	https://cognitivestudy.blob.core.windows.net/videos/95_l'oreal paris_L'Oréal Paris Lash Paradise Mascara - Digital Edit.mp4	15020	Title+Desc+95_l'oreal paris_L'Oréal Paris Lash Paradise Mascara - Digital Edit.mp4
96	96_mastercard_mastercard.mp4	252	https://cognitivestudy.blob.core.windows.net/videos/96_mastercard_mastercard.mp4	30230	Title+Desc+96_mastercard_mastercard.mp4
98	98_kohl's_kohl's.mp4	84	https://cognitivestudy.blob.core.windows.net/videos/98_kohl's_kohl's.mp4	15280	Title+Desc+98_kohl's_kohl's.mp4
99	99_kelloggs_videoplayback.mp4	161	https://cognitivestudy.blob.core.windows.net/videos/99_kelloggs_videoplayback.mp4	30000	Title+Desc+99_kelloggs_videoplayback.mp4
101	101_bank of America_We’re Bank of America.mp4	255	https://cognitivestudy.blob.core.windows.net/videos/101_bank of America_We’re Bank of America.mp4	36460	Title+Desc+101_bank of America_We’re Bank of America.mp4
102	102_cadillac_Cadillac V-Series Blackwing Interior Craftsmanship  Cadillac.mp4	126	https://cognitivestudy.blob.core.windows.net/videos/102_cadillac_Cadillac V-Series Blackwing Interior Craftsmanship  Cadillac.mp4	15020	Title+Desc+102_cadillac_Cadillac V-Series Blackwing Interior Craftsmanship  Cadillac.mp4
103	103_tyson foods_Bacon Weave Grilled Cheese.mp4	101	https://cognitivestudy.blob.core.windows.net/videos/103_tyson foods_Bacon Weave Grilled Cheese.mp4	15020	Title+Desc+103_tyson foods_Bacon Weave Grilled Cheese.mp4
104	104_neiman marcus_Live Your Luxury l Wedding Guest l Neiman Marcus Fall 22.mp4	203	https://cognitivestudy.blob.core.windows.net/videos/104_neiman marcus_Live Your Luxury l Wedding Guest l Neiman Marcus Fall 22.mp4	30050	Title+Desc+104_neiman marcus_Live Your Luxury l Wedding Guest l Neiman Marcus Fall 22.mp4
105	105_zillow_Zillow Has The Most Homes (_15).mp4	16	https://cognitivestudy.blob.core.windows.net/videos/105_zillow_Zillow Has The Most Homes (_15).mp4	15120	Title+Desc+105_zillow_Zillow Has The Most Homes (_15).mp4
106	106_redbull_Flying Fish.mp4	129	https://cognitivestudy.blob.core.windows.net/videos/106_redbull_Flying Fish.mp4	30000	Title+Desc+106_redbull_Flying Fish.mp4
107	107_chickfila_Lettuce.mp4	76	https://cognitivestudy.blob.core.windows.net/videos/107_chickfila_Lettuce.mp4	15020	Title+Desc+107_chickfila_Lettuce.mp4
108	108_frito lay_Let's Summer _ Frito-Lay _15 _ Cannon Ball.mp4	79	https://cognitivestudy.blob.core.windows.net/videos/108_frito lay_Let's Summer _ Frito-Lay _15 _ Cannon Ball.mp4	15020	Title+Desc+108_frito lay_Let's Summer _ Frito-Lay _15 _ Cannon Ball.mp4
109	109_mastercard_MasterCard Cashless.mp4	252	https://cognitivestudy.blob.core.windows.net/videos/109_mastercard_MasterCard Cashless.mp4	45140	Title+Desc+109_mastercard_MasterCard Cashless.mp4
110	110_l'oreal paris_Elvive Wonder Water In-Shower Treatment.mp4	251	https://cognitivestudy.blob.core.windows.net/videos/110_l'oreal paris_Elvive Wonder Water In-Shower Treatment.mp4	15000	Title+Desc+110_l'oreal paris_Elvive Wonder Water In-Shower Treatment.mp4
111	111_ford motor company_Ford Expedition_ A Vehicle That Works for Families _ Expedition _ Ford.mp4	25	https://cognitivestudy.blob.core.windows.net/videos/111_ford motor company_Ford Expedition_ A Vehicle That Works for Families _ Expedition _ Ford.mp4	35040	Title+Desc+111_ford motor company_Ford Expedition_ A Vehicle That Works for Families _ Expedition _ Ford.mp4
112	112_mccain_mccain.mp4	104	https://cognitivestudy.blob.core.windows.net/videos/112_mccain_mccain.mp4	30000	Title+Desc+112_mccain_mccain.mp4
113	113_columbia sportswear_Columbia Sportswear _ Columbia Warm.mp4	127	https://cognitivestudy.blob.core.windows.net/videos/113_columbia sportswear_Columbia Sportswear _ Columbia Warm.mp4	30090	Title+Desc+113_columbia sportswear_Columbia Sportswear _ Columbia Warm.mp4
114	114_brainly(is it tech sector b2c)_Brainly Tutor.mp4	137	https://cognitivestudy.blob.core.windows.net/videos/114_brainly(is it tech sector b2c)_Brainly Tutor.mp4	30000	Title+Desc+114_brainly(is it tech sector b2c)_Brainly Tutor.mp4
115	115_pepsi_Grillmaster.mp4	142	https://cognitivestudy.blob.core.windows.net/videos/115_pepsi_Grillmaster.mp4	15020	Title+Desc+115_pepsi_Grillmaster.mp4
116	116_brooks brothers__Shift Into Fall_ - Brooks Brothers Fall 2012.mp4	221	https://cognitivestudy.blob.core.windows.net/videos/116_brooks brothers__Shift Into Fall_ - Brooks Brothers Fall 2012.mp4	25520	Title+Desc+116_brooks brothers__Shift Into Fall_ - Brooks Brothers Fall 2012.mp4
117	117_glossier_No. 1 Pencil Eyeliner with Olivia Rodrigo _ Glossier.mp4	258	https://cognitivestudy.blob.core.windows.net/videos/117_glossier_No. 1 Pencil Eyeliner with Olivia Rodrigo _ Glossier.mp4	30050	Title+Desc+117_glossier_No. 1 Pencil Eyeliner with Olivia Rodrigo _ Glossier.mp4
118	118_giant eagle_Giant Eagle Healthy Happens Here.mp4	268	https://cognitivestudy.blob.core.windows.net/videos/118_giant eagle_Giant Eagle Healthy Happens Here.mp4	31300	Title+Desc+118_giant eagle_Giant Eagle Healthy Happens Here.mp4
119	119_dunkin_12 ft Skeleton _ Dunkin'.mp4	264	https://cognitivestudy.blob.core.windows.net/videos/119_dunkin_12 ft Skeleton _ Dunkin'.mp4	15020	Title+Desc+119_dunkin_12 ft Skeleton _ Dunkin'.mp4
